100
0.00;77.87;0.00;0.00;0.00;0.00;0.00;0.00;66.96;0.00;0.00;0.00;65.32;10.74;0.00;11.28;15.18;79.02;98.41;0.00;95.55;47.25;46.88;29.29;56.43;54.60;0.00;88.60;26.18;0.00;38.29;0.00;104.71;0.00;0.00;0.00;20.19;0.00;0.00;52.40;0.00;0.00;98.20;22.87;38.97;0.00;97.14;0.00;64.49;105.70;13.18;27.55;44.54;40.87;0.00;35.09;82.03;33.52;0.00;0.00;0.00;41.54;0.00;0.00;0.00;0.00;25.50;42.18;61.64;77.67;14.66;66.12;0.00;79.37;0.00;77.78;108.54;0.00;26.94;92.56;79.13;0.00;0.00;100.07;67.29;0.00;0.00;0.00;0.00;57.90;74.67;32.89;19.59;0.00;63.38;0.00;68.19;68.32;0.00;26.07
77.87;0.00;87.72;0.00;0.00;12.79;59.62;0.00;0.00;0.00;86.57;0.00;0.00;0.00;44.09;0.00;0.00;0.00;0.00;0.00;105.88;55.95;37.23;0.00;62.85;30.70;44.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.41;73.41;36.38;0.00;89.95;60.07;17.78;32.38;50.89;0.00;47.49;0.00;46.34;33.83;105.54;0.00;63.32;0.00;28.72;0.00;21.48;93.94;0.00;75.62;86.33;0.00;0.00;36.55;97.00;70.05;92.56;0.00;0.00;36.48;45.36;93.94;54.46;102.08;17.14;11.63;58.48;16.67;79.79;0.00;100.31;85.99;0.00;0.00;72.81;89.10;26.37;0.00;0.00;0.00;0.00;58.34;0.00;61.34;0.00;0.00;47.32;63.75
0.00;87.72;0.00;92.74;0.00;76.99;104.51;0.00;0.00;0.00;16.17;25.68;83.98;0.00;56.79;82.31;0.00;0.00;65.90;100.37;46.37;96.90;0.00;0.00;0.00;85.57;15.75;0.00;0.00;58.07;29.50;97.37;0.00;73.37;0.00;0.00;70.41;0.00;47.47;0.00;0.00;0.00;36.17;0.00;0.00;19.76;60.54;0.00;0.00;0.00;77.24;0.00;103.31;0.00;0.00;32.66;0.00;0.00;22.56;92.32;34.40;0.00;0.00;0.00;93.94;0.00;0.00;73.38;0.00;106.94;0.00;0.00;69.57;0.00;0.00;0.00;0.00;32.92;52.72;61.07;91.08;0.00;62.12;0.00;107.33;32.12;66.31;0.00;0.00;0.00;0.00;0.00;102.59;72.03;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;92.74;0.00;13.11;85.53;0.00;71.02;60.15;0.00;0.00;83.62;0.00;0.00;38.27;108.44;21.84;55.52;105.30;0.00;94.61;0.00;0.00;48.00;78.95;104.80;21.25;0.00;0.00;70.09;47.90;105.28;0.00;63.94;92.53;0.00;89.58;0.00;75.85;105.93;88.56;33.98;86.56;70.30;94.06;0.00;45.54;0.00;0.00;0.00;18.88;0.00;0.00;0.00;96.11;0.00;40.76;0.00;42.09;0.00;66.77;59.17;0.00;34.30;0.00;59.56;68.34;0.00;50.48;108.05;91.25;56.30;20.07;30.89;0.00;32.26;73.76;0.00;36.99;46.28;24.58;98.83;0.00;0.00;93.35;64.82;40.18;96.39;71.05;51.64;0.00;86.73;61.39;0.00;44.80;30.27;0.00;0.00;0.00;55.36
0.00;0.00;0.00;13.11;0.00;77.24;0.00;0.00;14.12;97.00;0.00;61.22;11.52;93.36;55.04;0.00;42.55;0.00;0.00;0.00;0.00;0.00;105.58;31.16;0.00;72.32;43.37;107.55;0.00;94.16;30.26;0.00;38.95;0.00;0.00;0.00;46.65;50.94;0.00;39.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44.13;0.00;0.00;91.68;0.00;0.00;0.00;16.90;0.00;0.00;15.85;92.05;0.00;0.00;0.00;99.72;0.00;57.78;0.00;0.00;0.00;0.00;0.00;58.42;0.00;0.00;0.00;0.00;0.00;0.00;45.74;13.18;95.51;85.64;0.00;0.00;26.85;0.00;35.44;36.40;88.53;91.22;0.00;65.86;0.00;104.76;0.00;94.60;63.26;0.00;30.97;0.00;29.62
0.00;12.79;76.99;85.53;77.24;0.00;11.01;0.00;98.09;0.00;0.00;0.00;18.23;79.92;0.00;0.00;45.52;0.00;77.46;60.19;24.21;0.00;75.02;39.76;23.83;60.32;71.75;0.00;0.00;54.85;62.92;0.00;0.00;86.80;33.40;101.02;0.00;0.00;85.76;0.00;0.00;104.02;60.59;0.00;11.74;0.00;88.63;0.00;0.00;53.38;64.14;37.55;0.00;34.54;0.00;102.15;90.41;0.00;0.00;46.32;0.00;18.47;71.08;0.00;54.04;11.81;0.00;0.00;0.00;0.00;69.67;0.00;0.00;32.70;92.39;38.60;88.64;93.07;16.19;37.02;0.00;75.54;0.00;75.65;16.86;0.00;72.39;22.01;0.00;0.00;0.00;54.35;0.00;76.77;0.00;0.00;0.00;0.00;0.00;97.97
0.00;59.62;104.51;0.00;0.00;11.01;0.00;21.25;27.17;0.00;92.79;30.01;88.28;0.00;79.09;0.00;0.00;0.00;0.00;109.87;107.27;53.36;99.41;0.00;0.00;49.71;0.00;57.39;35.58;13.13;0.00;0.00;108.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;66.88;0.00;69.89;0.00;30.38;70.48;0.00;0.00;59.14;0.00;39.77;0.00;0.00;107.84;90.37;109.39;83.94;102.60;0.00;12.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;68.17;54.16;67.38;18.23;0.00;59.50;49.18;26.89;0.00;0.00;40.70;99.68;68.51;0.00;0.00;0.00;0.00;0.00;93.08;44.42;0.00;0.00;61.40;0.00;0.00;93.18;0.00;81.80;0.00;10.90;30.94;0.00
0.00;0.00;0.00;71.02;0.00;0.00;21.25;0.00;32.73;0.00;11.22;66.38;0.00;94.30;0.00;11.88;0.00;0.00;0.00;0.00;14.55;56.70;70.67;18.96;76.11;49.76;0.00;0.00;50.34;62.66;0.00;0.00;46.63;0.00;0.00;0.00;54.84;0.00;89.72;29.07;55.26;0.00;0.00;91.59;0.00;74.94;11.26;0.00;101.44;0.00;0.00;0.00;85.87;41.54;0.00;61.27;55.46;0.00;72.25;54.88;0.00;0.00;0.00;0.00;0.00;0.00;107.22;45.53;0.00;48.79;0.00;0.00;93.33;28.87;11.49;0.00;0.00;0.00;0.00;0.00;0.00;38.74;12.20;0.00;0.00;36.82;80.19;29.86;0.00;94.16;27.91;100.18;0.00;12.35;0.00;101.04;92.76;0.00;44.20;66.48
66.96;0.00;0.00;60.15;14.12;98.09;27.17;32.73;0.00;54.24;39.10;79.08;89.11;49.52;0.00;0.00;0.00;0.00;37.02;35.65;47.01;0.00;25.40;0.00;83.17;20.00;0.00;34.79;0.00;0.00;0.00;64.00;0.00;71.41;15.52;0.00;37.35;0.00;0.00;0.00;107.98;33.89;0.00;106.68;0.00;0.00;21.74;0.00;0.00;0.00;74.47;97.68;0.00;0.00;38.51;40.88;0.00;0.00;0.00;11.28;0.00;0.00;0.00;33.98;34.34;0.00;0.00;0.00;86.13;36.74;0.00;0.00;35.99;0.00;79.94;87.69;0.00;100.81;0.00;95.90;0.00;16.81;0.00;0.00;0.00;73.50;53.03;63.49;42.55;53.42;14.71;0.00;0.00;0.00;0.00;20.76;0.00;0.00;0.00;109.49
0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;54.24;0.00;73.72;0.00;0.00;0.00;61.63;90.73;0.00;0.00;0.00;0.00;42.14;0.00;18.48;64.69;0.00;0.00;0.00;0.00;38.72;81.23;90.40;0.00;79.83;95.44;73.34;0.00;0.00;0.00;54.26;89.05;0.00;12.36;0.00;22.50;56.03;0.00;50.27;0.00;77.87;0.00;0.00;0.00;0.00;93.24;57.52;0.00;89.47;62.04;0.00;0.00;109.09;0.00;0.00;22.55;101.11;0.00;63.80;10.41;0.00;21.69;29.65;0.00;47.62;0.00;44.27;13.29;100.33;78.13;0.00;0.00;15.52;0.00;36.78;0.00;87.17;28.60;75.74;0.00;56.32;0.00;0.00;0.00;107.81;0.00;0.00;19.23;0.00;27.05;0.00;95.00
